Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Relative Humidity,Surface Albedo,Wind Speed
2019,1,1,0,30,25.8,0,0,73.34,0.17,1.1
2019,1,1,1,30,25.200000000000003,0,0,77.89,0.17,0.8
2019,1,1,2,30,24.6,0,0,81.26,0.17,0.6000000000000001
2019,1,1,3,30,24,0,0,83.58,0.17,0.6000000000000001
2019,1,1,4,30,23.3,0,0,85.54,0.17,0.7000000000000001
2019,1,1,5,30,22.5,0,0,88,0.17,0.9
2019,1,1,6,30,21.700000000000003,0,0,89.94,0.17,1.1
2019,1,1,7,30,21.3,0,0,89.5,0.17,1.3
2019,1,1,8,30,22.200000000000003,4,0,83.19,0.17,2
2019,1,1,9,30,24.8,110,134,69.79,0.17,2.8000000000000003
2019,1,1,10,30,28.200000000000003,176,387,56.58,0.17,3.2
2019,1,1,11,30,31.200000000000003,216,496,45.910000000000004,0.17,3
2019,1,1,12,30,33.5,295,520,38.09,0.17,2.5
2019,1,1,13,30,35.2,108,973,33.06,0.17,2.1
2019,1,1,14,30,36.300000000000004,110,986,30.37,0.17,1.9000000000000001
2019,1,1,15,30,36.9,109,986,28.88,0.17,1.8
2019,1,1,16,30,37.1,106,970,27.98,0.17,1.9000000000000001
2019,1,1,17,30,36.9,271,563,27.69,0.17,2.1
2019,1,1,18,30,36.1,134,755,28.32,0.17,2.2
2019,1,1,19,30,34.5,121,541,30.98,0.17,1.8
2019,1,1,20,30,31.700000000000003,50,528,42.62,0.17,1.4000000000000001
2019,1,1,21,30,29.5,0,0,61.43,0.17,1.4000000000000001
2019,1,1,22,30,28.5,0,0,61.370000000000005,0.17,1.8
2019,1,1,23,30,27.700000000000003,0,0,61.67,0.17,2.2
2019,1,2,0,30,26.8,0,0,63.88,0.16,2.4000000000000004
2019,1,2,1,30,26.1,0,0,66.12,0.16,2.5
2019,1,2,2,30,25.3,0,0,68.96000000000001,0.16,2.5
2019,1,2,3,30,24.5,0,0,71.65,0.16,2.6
2019,1,2,4,30,23.6,0,0,74.71000000000001,0.16,2.5
2019,1,2,5,30,22.900000000000002,0,0,77.43,0.16,2.5
2019,1,2,6,30,22.200000000000003,0,0,79.8,0.16,2.3000000000000003
2019,1,2,7,30,21.5,0,0,83.13,0.16,2
2019,1,2,8,30,22.200000000000003,6,38,80.15,0.16,2.5
2019,1,2,9,30,24.700000000000003,52,570,67.43,0.16,3.3000000000000003
2019,1,2,10,30,28.1,74,798,54.2,0.16,3.6
2019,1,2,11,30,31.6,86,906,40.74,0.16,3.4000000000000004
2019,1,2,12,30,34.2,93,966,31.27,0.16,3.2
2019,1,2,13,30,35.9,97,1000,26.42,0.16,3
2019,1,2,14,30,37.1,99,1016,23.42,0.16,3
2019,1,2,15,30,37.800000000000004,170,880,21.6,0.16,3
2019,1,2,16,30,38,326,249,20.52,0.16,3
2019,1,2,17,30,37.7,285,301,20.17,0.16,3
2019,1,2,18,30,36.800000000000004,234,458,20.67,0.16,3.1
2019,1,2,19,30,34.7,85,23,23.37,0.16,2.6
2019,1,2,20,30,31,84,116,37.32,0.16,1.9000000000000001
2019,1,2,21,30,28.200000000000003,0,0,50.160000000000004,0.16,2
2019,1,2,22,30,27.3,0,0,49.9,0.16,2.5
2019,1,2,23,30,26.6,0,0,51,0.16,2.8000000000000003
2019,1,3,0,30,25.900000000000002,0,0,53.65,0.16,2.9000000000000004
2019,1,3,1,30,25.200000000000003,0,0,57.21,0.16,3
2019,1,3,2,30,24.5,0,0,60.910000000000004,0.16,3.1
2019,1,3,3,30,23.8,0,0,64.46000000000001,0.16,3.1
2019,1,3,4,30,22.900000000000002,0,0,69.39,0.16,2.8000000000000003
2019,1,3,5,30,22,0,0,75.24,0.16,2.4000000000000004
2019,1,3,6,30,21.200000000000003,0,0,80.84,0.16,2.2
2019,1,3,7,30,20.700000000000003,0,0,84.42,0.16,2.1
2019,1,3,8,30,21.400000000000002,6,43,81.62,0.16,2.5
2019,1,3,9,30,24.1,50,598,68.61,0.16,3.2
2019,1,3,10,30,27.900000000000002,70,823,54.02,0.16,3.4000000000000004
2019,1,3,11,30,31.700000000000003,82,926,39.160000000000004,0.16,3.3000000000000003
2019,1,3,12,30,34.6,90,981,27.84,0.16,3.1
2019,1,3,13,30,36.4,95,1009,22.43,0.16,2.9000000000000004
2019,1,3,14,30,37.6,98,1020,19.54,0.16,2.7
2019,1,3,15,30,38.2,98,1020,18.26,0.16,2.5
2019,1,3,16,30,38.300000000000004,95,1003,17.96,0.16,2.4000000000000004
2019,1,3,17,30,38,91,970,18.150000000000002,0.16,2.5
2019,1,3,18,30,37.1,83,911,19.080000000000002,0.16,2.5
2019,1,3,19,30,35.1,71,805,21.6,0.16,2.1
2019,1,3,20,30,31.3,48,574,35.730000000000004,0.16,1.6
2019,1,3,21,30,28.3,0,0,49.99,0.16,1.7000000000000002
2019,1,3,22,30,27.200000000000003,0,0,49.9,0.16,2.2
2019,1,3,23,30,26.3,0,0,51.27,0.16,2.4000000000000004
2019,1,4,0,30,25.400000000000002,0,0,54.15,0.16,2.4000000000000004
2019,1,4,1,30,24.6,0,0,57.230000000000004,0.16,2.3000000000000003
2019,1,4,2,30,23.8,0,0,60.67,0.16,2.1
2019,1,4,3,30,23.1,0,0,63.9,0.16,2.1
2019,1,4,4,30,22.400000000000002,0,0,67.23,0.16,2.2
2019,1,4,5,30,21.900000000000002,0,0,70,0.16,2.3000000000000003
2019,1,4,6,30,21.3,0,0,74.02,0.16,2.2
2019,1,4,7,30,20.900000000000002,0,0,77.95,0.16,2
2019,1,4,8,30,21.900000000000002,6,34,75.53,0.16,2.4000000000000004
2019,1,4,9,30,24.8,74,397,63.910000000000004,0.16,3.2
2019,1,4,10,30,28.700000000000003,124,616,51.58,0.16,3.3000000000000003
2019,1,4,11,30,32.4,157,679,38.62,0.16,2.9000000000000004
2019,1,4,12,30,34.9,246,602,30.68,0.16,2.2
2019,1,4,13,30,36.4,123,941,27.19,0.16,1.7000000000000002
2019,1,4,14,30,37.2,115,979,25.23,0.16,1.3
2019,1,4,15,30,37.4,201,810,24.240000000000002,0.16,1.2000000000000002
2019,1,4,16,30,37.2,356,445,23.86,0.16,1.1
2019,1,4,17,30,36.7,341,377,23.95,0.16,1.2000000000000002
2019,1,4,18,30,35.9,323,122,24.73,0.16,1.4000000000000001
2019,1,4,19,30,34.6,182,291,26.72,0.16,1.3
2019,1,4,20,30,32,103,108,37.69,0.16,1
2019,1,4,21,30,29.6,0,0,55.56,0.16,1
2019,1,4,22,30,28.6,0,0,55.01,0.16,1.3
2019,1,4,23,30,27.900000000000002,0,0,54.5,0.16,1.6
2019,1,5,0,30,27.3,0,0,55.72,0.16,1.7000000000000002
2019,1,5,1,30,26.6,0,0,58.78,0.16,1.6
2019,1,5,2,30,26.1,0,0,62.27,0.16,1.4000000000000001
2019,1,5,3,30,25.5,0,0,66.95,0.16,1.2000000000000002
2019,1,5,4,30,25,0,0,70.33,0.16,1.1
2019,1,5,5,30,24.5,0,0,72.68,0.16,1.1
2019,1,5,6,30,24,0,0,74.19,0.16,1.2000000000000002
2019,1,5,7,30,23.5,0,0,75.32000000000001,0.16,1.4000000000000001
2019,1,5,8,30,24,4,12,72.42,0.16,1.9000000000000001
2019,1,5,9,30,26.1,64,459,60.49,0.16,2.7
2019,1,5,10,30,29.1,117,625,49.07,0.16,2.9000000000000004
2019,1,5,11,30,32.1,107,840,39.18,0.16,2.7
2019,1,5,12,30,34.300000000000004,112,914,33.3,0.16,2.2
2019,1,5,13,30,35.9,119,947,30.060000000000002,0.16,1.8
2019,1,5,14,30,36.9,124,960,28.28,0.16,1.5
2019,1,5,15,30,37.2,125,957,27.400000000000002,0.16,1.3
2019,1,5,16,30,37.1,210,7,26.94,0.16,1.2000000000000002
2019,1,5,17,30,36.7,58,0,26.95,0.16,1.2000000000000002
2019,1,5,18,30,35.800000000000004,91,1,27.77,0.16,1.3
2019,1,5,19,30,34.5,144,182,30.27,0.16,1.1
2019,1,5,20,30,32.5,44,1,38.800000000000004,0.16,0.8
2019,1,5,21,30,30.8,0,0,59.870000000000005,0.16,0.7000000000000001
2019,1,5,22,30,30,0,0,61.71,0.16,0.7000000000000001
2019,1,5,23,30,29.3,0,0,63.75,0.16,0.7000000000000001
2019,1,6,0,30,28.700000000000003,0,0,66.06,0.16,0.7000000000000001
2019,1,6,1,30,27.900000000000002,0,0,69.43,0.16,0.7000000000000001
2019,1,6,2,30,27.1,0,0,72.74,0.16,0.7000000000000001
2019,1,6,3,30,26.200000000000003,0,0,74.94,0.16,0.8
2019,1,6,4,30,25.200000000000003,0,0,76.79,0.16,1
2019,1,6,5,30,24.3,0,0,79.47,0.16,1.2000000000000002
2019,1,6,6,30,23.5,0,0,82.55,0.16,1.3
2019,1,6,7,30,22.900000000000002,0,0,85.34,0.16,1.3
2019,1,6,8,30,23.3,3,8,84.13,0.16,1.4000000000000001
2019,1,6,9,30,25.400000000000002,89,240,72.91,0.16,1.4000000000000001
2019,1,6,10,30,28.5,118,637,57.28,0.16,1.2000000000000002
2019,1,6,11,30,31.400000000000002,103,844,45.27,0.16,1.1
2019,1,6,12,30,33.5,110,912,38.550000000000004,0.16,1.2000000000000002
2019,1,6,13,30,35.1,462,364,33.95,0.16,1.3
2019,1,6,14,30,36.300000000000004,509,196,30.71,0.16,1.5
2019,1,6,15,30,36.9,328,534,28.88,0.16,1.8
2019,1,6,16,30,36.9,244,710,28.310000000000002,0.16,2.1
2019,1,6,17,30,36.2,359,313,29.03,0.16,2.4000000000000004
2019,1,6,18,30,35.1,259,38,30.75,0.16,2.7
2019,1,6,19,30,33.6,58,3,33.93,0.16,2.5
2019,1,6,20,30,31.6,76,7,42.1,0.16,2
2019,1,6,21,30,30,0,0,50.29,0.16,2.1
2019,1,6,22,30,29,0,0,52.26,0.16,2.2
2019,1,6,23,30,27.900000000000002,0,0,55.79,0.16,2
2019,1,7,0,30,26.8,0,0,60.5,0.16,1.6
2019,1,7,1,30,25.700000000000003,0,0,66.75,0.16,1.3
2019,1,7,2,30,24.8,0,0,72,0.16,1.2000000000000002
2019,1,7,3,30,24.1,0,0,75.47,0.16,1.1
2019,1,7,4,30,23.6,0,0,77.36,0.16,1
2019,1,7,5,30,23.1,0,0,79.60000000000001,0.16,0.9
2019,1,7,6,30,22.700000000000003,0,0,81.54,0.16,0.8
2019,1,7,7,30,22.6,0,0,81.79,0.16,0.8
2019,1,7,8,30,23.3,0,0,78.65,0.16,1.4000000000000001
2019,1,7,9,30,25.400000000000002,103,74,66.68,0.16,2.5
2019,1,7,10,30,28.1,79,751,54.27,0.16,2.9000000000000004
2019,1,7,11,30,30.8,145,719,44.01,0.16,2.8000000000000003
2019,1,7,12,30,33.2,284,474,36.28,0.16,2.8000000000000003
2019,1,7,13,30,35.2,300,632,30.47,0.16,3
2019,1,7,14,30,36.7,368,461,26.16,0.16,3.3000000000000003
2019,1,7,15,30,37.5,377,23,23.25,0.16,3.5
2019,1,7,16,30,37.6,428,265,21.68,0.16,3.8000000000000003
2019,1,7,17,30,37.1,359,63,21.29,0.16,3.9000000000000004
2019,1,7,18,30,36.2,255,31,22.01,0.16,4
2019,1,7,19,30,34.6,190,104,24.35,0.16,3.6
2019,1,7,20,30,31.6,97,28,31.11,0.16,2.6
2019,1,7,21,30,29.200000000000003,0,0,42.4,0.16,2.1
2019,1,7,22,30,28.3,0,0,46.4,0.16,2.2
