Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Relative Humidity,Surface Albedo,Wind Speed
2016,1,1,0,30,30.8,0,0,47.24,0.16,1
2016,1,1,1,30,30.1,0,0,48.01,0.16,1.1
2016,1,1,2,30,29.5,0,0,48.04,0.16,1.4000000000000001
2016,1,1,3,30,29,0,0,48.08,0.16,1.7000000000000002
2016,1,1,4,30,28.5,0,0,49.480000000000004,0.16,2
2016,1,1,5,30,27.8,0,0,52.54,0.16,2.1
2016,1,1,6,30,27.200000000000003,0,0,55.74,0.16,2.1
2016,1,1,7,30,26.5,0,0,59.370000000000005,0.16,2.1
2016,1,1,8,30,27.1,0,0,58.45,0.16,2.7
2016,1,1,9,30,29.200000000000003,56,522,52.43,0.16,3.5
2016,1,1,10,30,31.8,82,752,44.42,0.16,3.5
2016,1,1,11,30,34.300000000000004,95,866,36.57,0.16,3.2
2016,1,1,12,30,36.300000000000004,273,691,31.48,0.16,2.8000000000000003
2016,1,1,13,30,37.7,109,959,28.29,0.16,2.3000000000000003
2016,1,1,14,30,38.7,137,882,26.080000000000002,0.16,2
2016,1,1,15,30,39.400000000000006,251,768,24.59,0.16,1.8
2016,1,1,16,30,39.6,279,723,23.88,0.16,1.8
2016,1,1,17,30,39.300000000000004,110,907,23.86,0.16,1.7000000000000002
2016,1,1,18,30,38.6,257,574,24.38,0.16,1.8
2016,1,1,19,30,37.300000000000004,84,720,25.8,0.16,1.7000000000000002
2016,1,1,20,30,35.2,100,126,29.13,0.16,1.2000000000000002
2016,1,1,21,30,33.300000000000004,0,0,39.800000000000004,0.16,0.9
2016,1,1,22,30,32.6,0,0,40.550000000000004,0.16,1.1
2016,1,1,23,30,32.2,0,0,40.21,0.16,1.4000000000000001
2016,1,2,0,30,31.8,0,0,40.4,0.16,1.8
2016,1,2,1,30,31.3,0,0,41.410000000000004,0.16,2.1
2016,1,2,2,30,30.700000000000003,0,0,43.12,0.16,2.4000000000000004
2016,1,2,3,30,30.200000000000003,0,0,44.9,0.16,2.5
2016,1,2,4,30,29.6,0,0,46.99,0.16,2.5
2016,1,2,5,30,29.200000000000003,0,0,48.44,0.16,2.4000000000000004
2016,1,2,6,30,28.700000000000003,0,0,50.17,0.16,2.2
2016,1,2,7,30,28.200000000000003,0,0,52.06,0.16,2
2016,1,2,8,30,28.6,0,0,51.49,0.16,2.4000000000000004
2016,1,2,9,30,30.3,108,79,46.910000000000004,0.16,3.2
2016,1,2,10,30,32.4,94,708,42.31,0.16,3.3000000000000003
2016,1,2,11,30,34.300000000000004,309,32,38.04,0.16,2.9000000000000004
2016,1,2,12,30,36,434,118,34.45,0.16,2.6
2016,1,2,13,30,37.300000000000004,125,932,31.84,0.16,2.3000000000000003
2016,1,2,14,30,38.2,129,947,29.86,0.16,2.1
2016,1,2,15,30,38.800000000000004,128,947,28.35,0.16,2
2016,1,2,16,30,39.1,124,931,27.37,0.16,1.9000000000000001
2016,1,2,17,30,38.900000000000006,117,895,27.19,0.16,1.9000000000000001
2016,1,2,18,30,38.2,111,817,27.75,0.16,1.9000000000000001
2016,1,2,19,30,36.9,93,691,29.54,0.16,1.9000000000000001
2016,1,2,20,30,35,59,439,32.88,0.16,1.5
2016,1,2,21,30,33.300000000000004,0,0,39.84,0.16,1.3
2016,1,2,22,30,32.5,0,0,41.13,0.16,1.8
2016,1,2,23,30,31.900000000000002,0,0,42.4,0.16,2.3000000000000003
2016,1,3,0,30,31.1,0,0,45.5,0.16,2.5
2016,1,3,1,30,30.200000000000003,0,0,49.85,0.16,2.5
2016,1,3,2,30,29.3,0,0,54.620000000000005,0.16,2.2
2016,1,3,3,30,28.400000000000002,0,0,59.75,0.16,1.6
2016,1,3,4,30,27.400000000000002,0,0,65.83,0.16,1.1
2016,1,3,5,30,26.3,0,0,73.02,0.16,0.8
2016,1,3,6,30,25.5,0,0,79.32000000000001,0.16,0.6000000000000001
2016,1,3,7,30,24.900000000000002,0,0,84.34,0.16,0.7000000000000001
2016,1,3,8,30,24.8,0,0,86.27,0.16,0.9
2016,1,3,9,30,25.5,80,9,83.9,0.16,1.3
2016,1,3,10,30,26.6,121,4,78.61,0.16,1.9000000000000001
2016,1,3,11,30,28.200000000000003,178,4,70.62,0.16,2.4000000000000004
2016,1,3,12,30,29.900000000000002,246,5,61.21,0.16,2.7
2016,1,3,13,30,31.1,446,59,54.11,0.16,2.9000000000000004
2016,1,3,14,30,31.8,458,44,49.96,0.16,2.9000000000000004
2016,1,3,15,30,32,446,186,48.13,0.16,2.8000000000000003
2016,1,3,16,30,31.900000000000002,417,54,47.660000000000004,0.16,2.6
2016,1,3,17,30,31.6,334,35,48,0.16,2.3000000000000003
2016,1,3,18,30,31.200000000000003,262,5,48.92,0.16,2
