Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Relative Humidity,Surface Albedo,Wind Speed
2018,1,1,0,30,26.6,0,0,72.64,0.17,2.2
2018,1,1,1,30,26.1,0,0,75.75,0.17,1.9000000000000001
2018,1,1,2,30,25.700000000000003,0,0,78.41,0.17,1.7000000000000002
2018,1,1,3,30,25.3,0,0,80.94,0.17,1.7000000000000002
2018,1,1,4,30,25,0,0,82.93,0.17,1.6
2018,1,1,5,30,24.700000000000003,0,0,84.63,0.17,1.5
2018,1,1,6,30,24.6,0,0,85.15,0.17,1.4000000000000001
2018,1,1,7,30,24.400000000000002,0,0,86.15,0.17,1.3
2018,1,1,8,30,24.6,3,2,84.88,0.17,1.5
2018,1,1,9,30,25.3,104,163,79.84,0.17,1.8
2018,1,1,10,30,26.6,204,362,71.58,0.17,1.8
2018,1,1,11,30,28.1,184,659,63.28,0.17,1.6
2018,1,1,12,30,29.3,246,620,56.980000000000004,0.17,1.4000000000000001
2018,1,1,13,30,30.5,141,896,51.75,0.17,1.5
2018,1,1,14,30,31.3,141,920,48.31,0.17,1.7000000000000002
2018,1,1,15,30,32,169,882,45.480000000000004,0.17,1.6
2018,1,1,16,30,32.5,148,891,43.37,0.17,1.7000000000000002
2018,1,1,17,30,32.6,166,822,42.12,0.17,2
2018,1,1,18,30,32.300000000000004,311,224,42.26,0.17,2.2
2018,1,1,19,30,31.3,171,68,44.82,0.17,2
2018,1,1,20,30,29.400000000000002,96,53,54.29,0.17,1.6
2018,1,1,21,30,27.8,0,0,64.45,0.17,1.4000000000000001
2018,1,1,22,30,27,0,0,66.85,0.17,1.5
2018,1,1,23,30,26.6,0,0,68.32000000000001,0.17,1.7000000000000002
2018,1,2,0,30,26.1,0,0,71.7,0.16,1.9000000000000001
2018,1,2,1,30,25.700000000000003,0,0,75.48,0.16,1.9000000000000001
2018,1,2,2,30,25.3,0,0,79.29,0.16,1.8
2018,1,2,3,30,25,0,0,82,0.16,1.6
2018,1,2,4,30,24.700000000000003,0,0,84.39,0.16,1.4000000000000001
2018,1,2,5,30,24.400000000000002,0,0,86.45,0.16,1.2000000000000002
2018,1,2,6,30,24.1,0,0,88.3,0.16,1.1
2018,1,2,7,30,24,0,0,88.84,0.16,1.1
2018,1,2,8,30,24.8,2,0,84.47,0.16,1.6
2018,1,2,9,30,26.900000000000002,96,11,72.34,0.16,2.2
2018,1,2,10,30,29.200000000000003,100,0,59.13,0.16,2.2
2018,1,2,11,30,31.200000000000003,273,253,50.910000000000004,0.16,1.8
2018,1,2,12,30,32.5,327,63,46.550000000000004,0.16,1.5
2018,1,2,13,30,33.5,448,72,43.300000000000004,0.16,1.3
2018,1,2,14,30,34.300000000000004,410,103,40.46,0.16,1.2000000000000002
2018,1,2,15,30,34.6,331,472,38.800000000000004,0.16,1.3
2018,1,2,16,30,34.5,397,32,38.31,0.16,1.3
2018,1,2,17,30,33.9,307,17,39.29,0.16,1.3
2018,1,2,18,30,33,302,87,41.4,0.16,1.2000000000000002
2018,1,2,19,30,31.900000000000002,207,86,44.45,0.16,1
2018,1,2,20,30,30.400000000000002,91,17,51.64,0.16,0.7000000000000001
2018,1,2,21,30,29.200000000000003,0,0,64.82000000000001,0.16,0.6000000000000001
2018,1,2,22,30,28.5,0,0,67.64,0.16,0.6000000000000001
2018,1,2,23,30,27.8,0,0,70.01,0.16,0.7000000000000001
2018,1,3,0,30,27.200000000000003,0,0,72.68,0.16,0.7000000000000001
2018,1,3,1,30,26.5,0,0,75.98,0.16,0.8
2018,1,3,2,30,26,0,0,78.34,0.16,0.8
2018,1,3,3,30,25.5,0,0,81.15,0.16,0.8
2018,1,3,4,30,25,0,0,84.27,0.16,0.7000000000000001
2018,1,3,5,30,24.700000000000003,0,0,86.11,0.16,0.7000000000000001
2018,1,3,6,30,24.3,0,0,88.18,0.16,0.7000000000000001
2018,1,3,7,30,24.1,0,0,89.02,0.16,0.7000000000000001
2018,1,3,8,30,24.700000000000003,2,0,85.88,0.16,1
2018,1,3,9,30,26.700000000000003,62,0,76.59,0.16,1.2000000000000002
2018,1,3,10,30,28.900000000000002,207,51,65.09,0.16,1.3
2018,1,3,11,30,30.700000000000003,302,64,54.69,0.16,1.3
2018,1,3,12,30,31.900000000000002,393,193,49.230000000000004,0.16,1.2000000000000002
2018,1,3,13,30,32.7,329,510,45.96,0.16,1.1
