Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Relative Humidity,Surface Albedo,Wind Speed
2011,1,1,0,30,22.200000000000003,0,0,94.3,0.14,1.4000000000000001
2011,1,1,1,30,22,0,0,95.19,0.14,1.3
2011,1,1,2,30,21.700000000000003,0,0,96.58,0.14,1.1
2011,1,1,3,30,21.5,0,0,97.43,0.14,1
2011,1,1,4,30,21.400000000000002,0,0,97.41,0.14,0.9
2011,1,1,5,30,21.200000000000003,0,0,97.9,0.14,0.8
2011,1,1,6,30,21,0,0,98.21000000000001,0.14,0.8
2011,1,1,7,30,21,0,0,97.69,0.14,0.9
2011,1,1,8,30,21.3,0,0,95.57000000000001,0.14,1.3
2011,1,1,9,30,22.1,100,28,92.67,0.14,1.8
2011,1,1,10,30,23.1,208,166,89.01,0.14,2.1
2011,1,1,11,30,24.3,220,1,83.69,0.14,2.3000000000000003
2011,1,1,12,30,25.400000000000002,355,112,78,0.14,2.3000000000000003
2011,1,1,13,30,26.200000000000003,416,146,73.23,0.14,2.2
2011,1,1,14,30,26.5,360,429,70.41,0.14,2.1
2011,1,1,15,30,26.6,469,83,69.32000000000001,0.14,2
2011,1,1,16,30,26.6,230,2,69.19,0.14,1.9000000000000001
2011,1,1,17,30,26.400000000000002,163,1,70.10000000000001,0.14,1.8
2011,1,1,18,30,26,170,4,72.05,0.14,1.5
2011,1,1,19,30,25.3,152,14,76.94,0.14,1.2000000000000002
2011,1,1,20,30,24.200000000000003,65,4,83.60000000000001,0.14,0.9
2011,1,1,21,30,23.200000000000003,0,0,90.27,0.14,0.7000000000000001
2011,1,1,22,30,22.8,0,0,90.73,0.14,0.7000000000000001
2011,1,1,23,30,22.5,0,0,91.83,0.14,0.7000000000000001
2011,1,2,0,30,22.200000000000003,0,0,93.13,0.14,0.8
2011,1,2,1,30,21.900000000000002,0,0,94.42,0.14,0.8
2011,1,2,2,30,21.6,0,0,95.66,0.14,0.8
2011,1,2,3,30,21.400000000000002,0,0,96.31,0.14,0.8
2011,1,2,4,30,21.1,0,0,97.42,0.14,0.7000000000000001
2011,1,2,5,30,20.900000000000002,0,0,97.99000000000001,0.14,0.7000000000000001
2011,1,2,6,30,20.700000000000003,0,0,98.23,0.14,0.7000000000000001
2011,1,2,7,30,20.6,0,0,97.61,0.14,0.7000000000000001
2011,1,2,8,30,21.1,0,0,94.44,0.14,1.2000000000000002
2011,1,2,9,30,22.1,6,0,91.61,0.14,1.9000000000000001
2011,1,2,10,30,23.400000000000002,62,0,85.44,0.14,2.5
2011,1,2,11,30,24.8,358,128,77.84,0.14,2.8000000000000003
2011,1,2,12,30,26.200000000000003,425,119,70.5,0.14,2.7
2011,1,2,13,30,27.3,373,403,66.12,0.14,2.5
2011,1,2,14,30,28.1,530,208,63.32,0.14,2.4000000000000004
2011,1,2,15,30,28.400000000000002,358,433,62.18,0.14,2.3000000000000003
2011,1,2,16,30,28.400000000000002,270,612,61.82,0.14,2.1
2011,1,2,17,30,28.200000000000003,417,293,62.230000000000004,0.14,1.9000000000000001
2011,1,2,18,30,27.8,203,521,63.97,0.14,1.5
2011,1,2,19,30,27,174,302,68.81,0.14,1.1
2011,1,2,20,30,25.8,85,83,75.52,0.14,0.8
2011,1,2,21,30,24.8,0,0,81.56,0.14,0.7000000000000001
2011,1,2,22,30,24.3,0,0,81.79,0.14,0.7000000000000001
2011,1,2,23,30,23.8,0,0,83.36,0.14,0.7000000000000001
2011,1,3,0,30,23.400000000000002,0,0,84.42,0.13,0.7000000000000001
2011,1,3,1,30,23,0,0,85.48,0.13,0.6000000000000001
2011,1,3,2,30,22.6,0,0,86.49,0.13,0.6000000000000001
2011,1,3,3,30,22.1,0,0,87.97,0.13,0.6000000000000001
2011,1,3,4,30,21.6,0,0,90.66,0.13,0.6000000000000001
2011,1,3,5,30,21.1,0,0,93.2,0.13,0.7000000000000001
2011,1,3,6,30,20.900000000000002,0,0,93.93,0.13,0.7000000000000001
2011,1,3,7,30,20.6,0,0,94.52,0.13,0.9
2011,1,3,8,30,21,0,0,91.92,0.13,1.4000000000000001
2011,1,3,9,30,22.400000000000002,10,0,87.39,0.13,2.2
2011,1,3,10,30,24.1,148,540,80.96000000000001,0.13,2.9000000000000004
2011,1,3,11,30,25.8,339,72,73.26,0.13,3.3000000000000003
2011,1,3,12,30,27.3,406,104,66.78,0.13,3.4000000000000004
2011,1,3,13,30,28.400000000000002,487,304,62.82,0.13,3.4000000000000004
2011,1,3,14,30,29.1,421,6,60.550000000000004,0.13,3.3000000000000003
2011,1,3,15,30,29.5,139,920,59.36,0.13,3.1
2011,1,3,16,30,29.5,504,207,59.620000000000005,0.13,3
2011,1,3,17,30,29.1,125,870,61.08,0.13,2.8000000000000003
2011,1,3,18,30,28.400000000000002,275,11,63.71,0.13,2.5
2011,1,3,19,30,27.400000000000002,226,214,68.69,0.13,2
2011,1,3,20,30,25.700000000000003,100,181,79.49,0.13,1.4000000000000001
2011,1,3,21,30,24.3,0,0,88.75,0.13,1.1
2011,1,3,22,30,23.8,0,0,90.38,0.13,1.1
2011,1,3,23,30,23.400000000000002,0,0,92.18,0.13,1.1
2011,1,4,0,30,23.1,0,0,93.89,0.13,1
2011,1,4,1,30,22.900000000000002,0,0,95.04,0.13,1
2011,1,4,2,30,22.700000000000003,0,0,96.11,0.13,0.9
2011,1,4,3,30,22.5,0,0,97.11,0.13,0.8
2011,1,4,4,30,22.400000000000002,0,0,97.7,0.13,0.7000000000000001
2011,1,4,5,30,22.3,0,0,98.14,0.13,0.6000000000000001
2011,1,4,6,30,22.200000000000003,0,0,98.10000000000001,0.13,0.6000000000000001
2011,1,4,7,30,22,0,0,98.41,0.13,0.6000000000000001
2011,1,4,8,30,22.5,0,0,94.83,0.13,1
2011,1,4,9,30,23.6,9,0,91.18,0.13,1.6
2011,1,4,10,30,24.900000000000002,241,163,85.14,0.13,2
2011,1,4,11,30,26.400000000000002,190,601,76.75,0.13,2.3000000000000003
2011,1,4,12,30,27.8,332,297,69.9,0.13,2.4000000000000004
2011,1,4,13,30,28.700000000000003,410,284,65.99,0.13,2.3000000000000003
2011,1,4,14,30,29.200000000000003,436,236,63.690000000000005,0.13,2.2
2011,1,4,15,30,29.400000000000002,429,263,62.45,0.13,2.1
2011,1,4,16,30,29.1,382,355,63.39,0.13,1.9000000000000001
2011,1,4,17,30,28.5,294,425,66.04,0.13,1.6
2011,1,4,18,30,27.8,272,226,69.66,0.13,1.3
2011,1,4,19,30,26.900000000000002,154,15,76.19,0.13,1
2011,1,4,20,30,25.6,97,26,83.07000000000001,0.13,0.8
2011,1,4,21,30,24.700000000000003,0,0,91.12,0.13,0.7000000000000001
2011,1,4,22,30,24.1,0,0,92.5,0.13,0.8
2011,1,4,23,30,23.700000000000003,0,0,93.46000000000001,0.13,0.9
2011,1,5,0,30,23.400000000000002,0,0,94.2,0.13,0.9
2011,1,5,1,30,23.1,0,0,95.57000000000001,0.13,0.9
2011,1,5,2,30,22.8,0,0,96.51,0.13,0.8
2011,1,5,3,30,22.5,0,0,97.07000000000001,0.13,0.9
2011,1,5,4,30,22.200000000000003,0,0,97.51,0.13,1.1
2011,1,5,5,30,21.900000000000002,0,0,97.68,0.13,1.3
2011,1,5,6,30,21.6,0,0,97.55,0.13,1.6
2011,1,5,7,30,21.400000000000002,0,0,96.8,0.13,1.8
2011,1,5,8,30,21.700000000000003,0,0,93.63,0.13,2.2
2011,1,5,9,30,23,98,207,87.72,0.13,2.9000000000000004
2011,1,5,10,30,25,169,364,78.69,0.13,3.5
2011,1,5,11,30,27.1,171,634,68.73,0.13,3.6
2011,1,5,12,30,28.900000000000002,219,653,62.120000000000005,0.13,3.2
2011,1,5,13,30,30.200000000000003,104,956,58.56,0.13,2.8000000000000003
2011,1,5,14,30,31,288,611,56.13,0.13,2.3000000000000003
2011,1,5,15,30,31.5,275,597,54.28,0.13,1.9000000000000001
2011,1,5,16,30,31.700000000000003,228,622,52.97,0.13,1.6
2011,1,5,17,30,31.6,277,10,52.56,0.13,1.4000000000000001
2011,1,5,18,30,31.3,282,139,52.910000000000004,0.13,1.1
2011,1,5,19,30,30.5,164,367,55.65,0.13,0.9
2011,1,5,20,30,28.8,105,93,63.11,0.13,0.8
2011,1,5,21,30,27.1,0,0,77.45,0.13,0.7000000000000001
2011,1,5,22,30,26.200000000000003,0,0,79.69,0.13,0.9
2011,1,5,23,30,25.400000000000002,0,0,83.07000000000001,0.13,1.1
2011,1,6,0,30,24.700000000000003,0,0,85.88,0.13,1.4000000000000001
2011,1,6,1,30,24.200000000000003,0,0,87.68,0.13,1.6
2011,1,6,2,30,23.700000000000003,0,0,88.93,0.13,2
2011,1,6,3,30,23.3,0,0,89.25,0.13,2.2
2011,1,6,4,30,22.700000000000003,0,0,90.54,0.13,2.2
2011,1,6,5,30,22,0,0,91.62,0.13,2.1
2011,1,6,6,30,21.400000000000002,0,0,92.06,0.13,2
2011,1,6,7,30,20.8,0,0,92.57000000000001,0.13,2
2011,1,6,8,30,21,0,0,88.7,0.13,2.5
2011,1,6,9,30,22.5,106,152,79.49,0.13,3.3000000000000003
2011,1,6,10,30,24.6,138,620,69.11,0.13,3.6
2011,1,6,11,30,26.700000000000003,314,341,59.99,0.13,3.3000000000000003
2011,1,6,12,30,28.6,417,316,53.42,0.13,2.9000000000000004
2011,1,6,13,30,30.1,98,980,49.18,0.13,2.5
2011,1,6,14,30,31.200000000000003,100,994,46.42,0.13,2.2
2011,1,6,15,30,31.8,99,995,44.980000000000004,0.13,2
2011,1,6,16,30,32.1,96,981,43.95,0.13,1.8
2011,1,6,17,30,31.900000000000002,90,951,44.09,0.13,1.6
2011,1,6,18,30,31.5,83,893,44.74,0.13,1.5
2011,1,6,19,30,30.6,57,0,48.07,0.13,1.2000000000000002
2011,1,6,20,30,28.400000000000002,47,563,56.89,0.13,1
2011,1,6,21,30,26.3,0,0,73.18,0.13,0.9
2011,1,6,22,30,25.200000000000003,0,0,74.85000000000001,0.13,1.1
2011,1,6,23,30,24.5,0,0,76.86,0.13,1.3
2011,1,7,0,30,23.900000000000002,0,0,79.09,0.13,1.4000000000000001
2011,1,7,1,30,23.400000000000002,0,0,80.9,0.13,1.6
2011,1,7,2,30,23,0,0,82.59,0.13,1.9000000000000001
2011,1,7,3,30,22.5,0,0,84.91,0.13,2.1
2011,1,7,4,30,22.1,0,0,86.60000000000001,0.13,2.2
2011,1,7,5,30,21.6,0,0,88.75,0.13,2.1
2011,1,7,6,30,21.200000000000003,0,0,90.13,0.13,2.1
2011,1,7,7,30,20.900000000000002,0,0,91.06,0.13,2
2011,1,7,8,30,21.700000000000003,0,0,86.4,0.13,2.5
2011,1,7,9,30,23.8,51,541,76.85000000000001,0.13,3.2
2011,1,7,10,30,26,73,774,67,0.13,3.3000000000000003
2011,1,7,11,30,28.1,86,880,59.76,0.13,2.9000000000000004
2011,1,7,12,30,29.700000000000003,380,401,55.44,0.13,2.4000000000000004
2011,1,7,13,30,30.8,96,973,52.61,0.13,1.9000000000000001
2011,1,7,14,30,31.6,98,985,50.25,0.13,1.7000000000000002
2011,1,7,15,30,31.900000000000002,99,982,48.81,0.13,1.9000000000000001
2011,1,7,16,30,31.8,98,967,48.46,0.13,2.2
2011,1,7,17,30,31.400000000000002,93,936,48.84,0.13,2.6
2011,1,7,18,30,30.700000000000003,84,880,49.96,0.13,2.8000000000000003
2011,1,7,19,30,29.400000000000002,237,101,53.480000000000004,0.13,2.4000000000000004
2011,1,7,20,30,27.1,47,560,64.82000000000001,0.13,1.8
2011,1,7,21,30,25.3,0,0,74.81,0.13,1.5
2011,1,7,22,30,24.5,0,0,76.17,0.13,1.6
2011,1,7,23,30,24,0,0,77.34,0.13,1.6
