Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Relative Humidity,Surface Albedo,Wind Speed
2006,1,1,0,30,22.1,0,0,80.78,0.13,1.2000000000000002
2006,1,1,1,30,21.700000000000003,0,0,81.3,0.13,1.5
2006,1,1,2,30,21.400000000000002,0,0,81.61,0.13,1.9000000000000001
2006,1,1,3,30,21.200000000000003,0,0,82.2,0.13,2.2
2006,1,1,4,30,20.8,0,0,84.37,0.13,2.3000000000000003
2006,1,1,5,30,20.400000000000002,0,0,87.57000000000001,0.13,2.1
2006,1,1,6,30,20,0,0,90.76,0.13,1.9000000000000001
2006,1,1,7,30,19.8,0,0,92.25,0.13,1.7000000000000002
2006,1,1,8,30,20.5,0,0,88.95,0.13,2
2006,1,1,9,30,22.3,6,0,81.44,0.13,2.7
2006,1,1,10,30,24.5,68,0,72.45,0.13,3
2006,1,1,11,30,26.5,57,0,65.76,0.13,2.9000000000000004
2006,1,1,12,30,28.200000000000003,184,0,61.02,0.13,2.5
2006,1,1,13,30,29.400000000000002,455,139,58,0.13,2.1
2006,1,1,14,30,30.1,528,260,56.2,0.13,1.8
2006,1,1,15,30,30.6,108,968,54.4,0.13,1.6
2006,1,1,16,30,30.700000000000003,461,351,53.57,0.13,1.3
2006,1,1,17,30,30.6,95,928,53.13,0.13,1
2006,1,1,18,30,30.3,88,863,53.14,0.13,0.7000000000000001
2006,1,1,19,30,29.700000000000003,73,756,54.6,0.13,0.5
2006,1,1,20,30,28.3,48,522,60.46,0.13,0.4
2006,1,1,21,30,26.5,0,0,69.56,0.13,0.5
2006,1,1,22,30,25.200000000000003,0,0,75.71000000000001,0.13,0.7000000000000001
2006,1,1,23,30,24.5,0,0,78.23,0.13,0.7000000000000001
2006,1,2,0,30,24.1,0,0,78.95,0.12,0.6000000000000001
2006,1,2,1,30,23.700000000000003,0,0,79.14,0.12,0.7000000000000001
2006,1,2,2,30,23.1,0,0,81.42,0.12,0.9
2006,1,2,3,30,22.400000000000002,0,0,84.05,0.12,1
2006,1,2,4,30,21.900000000000002,0,0,85.02,0.12,1.2000000000000002
2006,1,2,5,30,21.3,0,0,87.04,0.12,1.3
2006,1,2,6,30,20.8,0,0,88.93,0.12,1.4000000000000001
2006,1,2,7,30,20.200000000000003,0,0,91.17,0.12,1.4000000000000001
2006,1,2,8,30,20.900000000000002,0,0,86.15,0.12,2
2006,1,2,9,30,22.8,52,546,76.68,0.12,2.9000000000000004
2006,1,2,10,30,24.900000000000002,74,774,67.18,0.12,3
2006,1,2,11,30,27.1,87,881,60.01,0.12,2.5
2006,1,2,12,30,29,311,597,54.980000000000004,0.12,1.9000000000000001
2006,1,2,13,30,30.3,316,666,52.47,0.12,1.4000000000000001
2006,1,2,14,30,31.3,101,989,50.52,0.12,1.2000000000000002
2006,1,2,15,30,31.900000000000002,103,989,48.730000000000004,0.12,1
2006,1,2,16,30,32.1,100,974,47.27,0.12,0.9
2006,1,2,17,30,32,93,944,46.2,0.12,0.7000000000000001
2006,1,2,18,30,31.6,84,888,46.01,0.12,0.6000000000000001
2006,1,2,19,30,30.8,70,784,48.21,0.12,0.7000000000000001
2006,1,2,20,30,28.5,46,556,56.07,0.12,0.8
2006,1,2,21,30,25.900000000000002,0,0,72.59,0.12,0.9
2006,1,2,22,30,24.6,0,0,75.09,0.12,1
2006,1,2,23,30,23.700000000000003,0,0,77.65,0.12,1
2006,1,3,0,30,23,0,0,80.17,0.12,1
2006,1,3,1,30,22.400000000000002,0,0,82.54,0.12,1.1
2006,1,3,2,30,21.700000000000003,0,0,85.16,0.12,1.1
2006,1,3,3,30,21,0,0,86.52,0.12,1.2000000000000002
2006,1,3,4,30,20.400000000000002,0,0,86.71000000000001,0.12,1.4000000000000001
2006,1,3,5,30,19.8,0,0,87.73,0.12,1.5
2006,1,3,6,30,19.3,0,0,88.84,0.12,1.5
2006,1,3,7,30,19,0,0,89.60000000000001,0.12,1.6
2006,1,3,8,30,20,0,0,84.34,0.12,2.2
2006,1,3,9,30,22.400000000000002,103,196,74.39,0.12,3.2
