Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Relative Humidity,Surface Albedo,Wind Speed
1999,1,1,0,30,25.5,0,0,85.63,0.15,0.8
1999,1,1,1,30,24.900000000000002,0,0,87.4,0.15,0.9
1999,1,1,2,30,24.400000000000002,0,0,88.96000000000001,0.15,0.9
1999,1,1,3,30,24,0,0,90.16,0.15,0.9
1999,1,1,4,30,23.6,0,0,91.98,0.15,0.7000000000000001
1999,1,1,5,30,23.400000000000002,0,0,92.96000000000001,0.15,0.6000000000000001
1999,1,1,6,30,23.200000000000003,0,0,93.63,0.15,0.7000000000000001
1999,1,1,7,30,23,0,0,93.8,0.15,0.9
1999,1,1,8,30,23.200000000000003,0,0,91.04,0.15,1.6
1999,1,1,9,30,24.1,101,257,83.79,0.15,2.5
1999,1,1,10,30,25.200000000000003,216,302,75.78,0.15,3.1
1999,1,1,11,30,26.700000000000003,355,192,68.16,0.15,3.3000000000000003
1999,1,1,12,30,28.400000000000002,404,68,61.18,0.15,3.2
1999,1,1,13,30,30,115,938,54.97,0.15,3
1999,1,1,14,30,31.1,117,953,51.550000000000004,0.15,2.7
1999,1,1,15,30,31.6,259,665,50.15,0.15,2.4000000000000004
1999,1,1,16,30,31.6,274,541,50.230000000000004,0.15,2
1999,1,1,17,30,31.3,244,599,51.01,0.15,1.7000000000000002
1999,1,1,18,30,30.700000000000003,193,556,52.910000000000004,0.15,1.4000000000000001
1999,1,1,19,30,29.8,82,722,57.35,0.15,1.2000000000000002
1999,1,1,20,30,28.1,54,469,66.05,0.15,0.9
1999,1,1,21,30,26.6,0,0,80.36,0.15,0.7000000000000001
1999,1,1,22,30,25.900000000000002,0,0,83.36,0.15,0.6000000000000001
1999,1,1,23,30,25.400000000000002,0,0,86.09,0.15,0.6000000000000001
1999,1,2,0,30,25,0,0,87,0.15,0.7000000000000001
1999,1,2,1,30,24.6,0,0,88.5,0.15,0.7000000000000001
1999,1,2,2,30,24.3,0,0,89.77,0.15,0.6000000000000001
1999,1,2,3,30,24,0,0,91.17,0.15,0.5
1999,1,2,4,30,23.6,0,0,92.86,0.15,0.5
1999,1,2,5,30,23.400000000000002,0,0,93.39,0.15,0.5
1999,1,2,6,30,23.200000000000003,0,0,94.09,0.15,0.5
1999,1,2,7,30,23.1,0,0,94.02,0.15,0.6000000000000001
1999,1,2,8,30,23.6,0,0,90.13,0.15,1.1
1999,1,2,9,30,25.200000000000003,63,468,79.78,0.15,1.8
1999,1,2,10,30,27.200000000000003,92,715,69.13,0.15,2.1
1999,1,2,11,30,29,108,833,61.870000000000005,0.15,2.3000000000000003
1999,1,2,12,30,30.400000000000002,116,900,57.14,0.15,2.4000000000000004
1999,1,2,13,30,31.6,120,938,53.43,0.15,2.4000000000000004
1999,1,2,14,30,32.4,122,955,50.95,0.15,2.3000000000000003
1999,1,2,15,30,33,121,954,49.03,0.15,2.2
1999,1,2,16,30,33.1,118,938,48.28,0.15,2.1
1999,1,2,17,30,32.9,111,904,48.19,0.15,1.9000000000000001
1999,1,2,18,30,32.300000000000004,99,841,49.2,0.15,1.7000000000000002
1999,1,2,19,30,31.1,82,728,53.4,0.15,1.4000000000000001
1999,1,2,20,30,29.1,54,480,64,0.15,1
1999,1,2,21,30,27.5,0,0,77.53,0.15,0.9
1999,1,2,22,30,26.8,0,0,78.93,0.15,0.9
1999,1,2,23,30,26.3,0,0,81.11,0.15,0.7000000000000001
1999,1,3,0,30,26,0,0,83.08,0.16,0.6000000000000001
1999,1,3,1,30,25.8,0,0,82.82000000000001,0.16,0.5
1999,1,3,2,30,25.400000000000002,0,0,82.63,0.16,0.5
1999,1,3,3,30,24.900000000000002,0,0,84.49,0.16,0.6000000000000001
1999,1,3,4,30,24.400000000000002,0,0,87.51,0.16,0.8
1999,1,3,5,30,24,0,0,89,0.16,0.9
1999,1,3,6,30,23.6,0,0,91.51,0.16,1
1999,1,3,7,30,23.400000000000002,0,0,92.41,0.16,1.1
1999,1,3,8,30,23.700000000000003,0,0,90.61,0.16,1.4000000000000001
1999,1,3,9,30,24.5,28,0,84.96000000000001,0.16,1.9000000000000001
1999,1,3,10,30,25.6,136,6,77.26,0.16,2.2
1999,1,3,11,30,26.5,315,149,71.62,0.16,2.1
1999,1,3,12,30,27,405,64,69.36,0.16,2
1999,1,3,13,30,27.400000000000002,473,138,68.46000000000001,0.16,1.8
1999,1,3,14,30,27.8,539,253,67.15,0.16,1.7000000000000002
1999,1,3,15,30,28.1,288,617,66.28,0.16,1.5
1999,1,3,16,30,28.1,387,370,66.33,0.16,1.2000000000000002
1999,1,3,17,30,27.900000000000002,391,101,67.19,0.16,1
1999,1,3,18,30,27.5,192,7,69.09,0.16,0.8
1999,1,3,19,30,27,183,66,73.42,0.16,0.7000000000000001
1999,1,3,20,30,26.1,72,74,78.24,0.16,0.5
1999,1,3,21,30,25.5,0,0,83.38,0.16,0.4
1999,1,3,22,30,25.1,0,0,83.51,0.16,0.5
1999,1,3,23,30,24.6,0,0,85.37,0.16,0.6000000000000001
1999,1,4,0,30,24.1,0,0,87.66,0.16,0.7000000000000001
1999,1,4,1,30,23.6,0,0,89.9,0.16,0.8
1999,1,4,2,30,23.200000000000003,0,0,91.29,0.16,0.9
1999,1,4,3,30,22.8,0,0,92.74,0.16,1
1999,1,4,4,30,22.5,0,0,94.06,0.16,1.2000000000000002
1999,1,4,5,30,22.200000000000003,0,0,95.7,0.16,1.2000000000000002
1999,1,4,6,30,22.1,0,0,96.14,0.16,1.2000000000000002
1999,1,4,7,30,22.1,0,0,96.31,0.16,1.2000000000000002
1999,1,4,8,30,22.700000000000003,0,0,93.34,0.16,1.5
1999,1,4,9,30,23.900000000000002,14,0,90.26,0.16,1.9000000000000001
1999,1,4,10,30,25.3,167,430,85.05,0.16,2
1999,1,4,11,30,26.700000000000003,260,386,78.15,0.16,1.8
1999,1,4,12,30,27.8,348,290,72.54,0.16,1.4000000000000001
1999,1,4,13,30,28.400000000000002,405,331,68.91,0.16,1.2000000000000002
1999,1,4,14,30,28.8,431,25,66.8,0.16,1.4000000000000001
1999,1,4,15,30,28.900000000000002,433,281,65.67,0.16,1.7000000000000002
1999,1,4,16,30,28.8,361,418,65.52,0.16,1.8
1999,1,4,17,30,28.5,206,611,66.55,0.16,1.8
1999,1,4,18,30,28,106,823,69.02,0.16,1.6
1999,1,4,19,30,27.1,191,214,75.29,0.16,1.4000000000000001
1999,1,4,20,30,25.8,93,261,83.79,0.16,1.1
1999,1,4,21,30,24.8,0,0,89.12,0.16,0.9
1999,1,4,22,30,24.3,0,0,90.32000000000001,0.16,0.9
1999,1,4,23,30,24,0,0,91.14,0.16,0.9
1999,1,5,0,30,23.5,0,0,93.01,0.16,0.9
1999,1,5,1,30,23.1,0,0,93.64,0.16,0.9
1999,1,5,2,30,22.8,0,0,94.12,0.16,1
